value,theta,probability,alternatives,prior_distribution,cost_of_adjective,utterance,speaker_lambda
0.12,0.89,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.88,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.87,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.86,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.85,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.84,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.83,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.82,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.81,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.8,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.79,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.78,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.77,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.75,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.76,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.74,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.73,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.72,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.71,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.7,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.69,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.68,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.67,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.66,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.65,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.64,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.63,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.62,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.61,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.59,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.6,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.58,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.57,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.56,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.55,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.54,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.53,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.52,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.51,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.5,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.49,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.48,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.47,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.46,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.45,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.43,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.44,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.42,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.41,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.4,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.39,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.38,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.37,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.36,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.35,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.34,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.33,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.32,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.31,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.3,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.29,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.27,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.28,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.26,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.25,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.24,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.23,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.22,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.21,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.2,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.19,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.18,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.17,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.16,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.15,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.14,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.13,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.11,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.12,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.1,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.09,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.08,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.07,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.06,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.05,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.04,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.03,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.02,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0.01,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.12,0,0.0002895908550529341,pos_neg_null,beta1_5,1,prior,5
0.13,0.99,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.98,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.97,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.96,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.95,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.94,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.93,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.92,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.91,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.9,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.89,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.87,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.88,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.86,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.85,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.84,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.83,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.82,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.81,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.8,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.79,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.78,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.77,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.76,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.75,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.74,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.73,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.71,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.72,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.7,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.69,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.68,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.67,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.66,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.65,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.64,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.63,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.62,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.61,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.6,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.59,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.58,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.57,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.55,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.56,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.54,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.53,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.52,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.51,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.5,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.49,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.48,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.47,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.46,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.45,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.44,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.43,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.42,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.41,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.39,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.4,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.38,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.37,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.36,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.35,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.34,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.33,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.32,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.31,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.3,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.29,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.28,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.27,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.26,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.25,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.23,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.24,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.22,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.21,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.2,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.19,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.18,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.17,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.16,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.15,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.14,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.13,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.12,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.11,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.1,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.09,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.07,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.08,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.06,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.05,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.04,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.03,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.02,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0.01,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,0,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.13,1,0.00027665031248146077,pos_neg_null,beta1_5,1,prior,5
0.14,0.99,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.98,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.97,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.96,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.95,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.94,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.93,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.92,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.91,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.9,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.89,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.88,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.87,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.86,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.85,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.83,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.84,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.82,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.81,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.8,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.79,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.78,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.77,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.76,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.75,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.74,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.73,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.72,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.71,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.7,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.69,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.67,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.68,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.66,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.65,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.64,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.63,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.62,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.61,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.6,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.59,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.58,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.57,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.56,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.55,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.54,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.53,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.51,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.52,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.5,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.49,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.48,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.47,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.46,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.45,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.44,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.43,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.42,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.41,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.4,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.39,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.38,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.37,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.35,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.36,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.34,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.33,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.32,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.31,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.3,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.29,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.28,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.27,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.26,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.25,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.24,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.23,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.22,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.21,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.19,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.2,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.18,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.17,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.16,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.15,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.14,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.13,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.12,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.11,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.1,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.09,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.08,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.07,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.06,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.05,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.03,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.04,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.02,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0.01,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,0,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.14,1,0.00026414838489884594,pos_neg_null,beta1_5,1,prior,5
0.15,0.99,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.98,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.97,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.96,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.95,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.94,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.93,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.92,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.91,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.9,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.89,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.88,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.87,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.86,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.85,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.84,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.83,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.82,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.81,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.8,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.79,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.78,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.77,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.76,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.75,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.74,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.73,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.72,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.71,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.7,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.69,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.68,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.67,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.66,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.65,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.64,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.63,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.62,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.61,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.6,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.59,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.58,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.57,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.56,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.55,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.54,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.53,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.52,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.51,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.5,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
0.15,0.49,0.0002520750473715114,pos_neg_null,beta1_5,1,prior,5
